price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,house_age,is_renovated,years_since_ren,sqft_ratio,zipcode
630000.0,3.0,2.5,2680,327135,2.0,0,0,3,2680,0,Ravensdale,20,0,0,0.00819231145456324,98051
599999.0,9.0,4.5,3830,6988,2.5,0,0,3,2450,1380,Seattle,77,1,12,0.5480040062956074,98103
758000.0,4.0,2.75,2410,9549,1.0,0,0,4,1780,630,Kirkland,59,0,0,0.2523560209424084,98033
248500.0,4.0,1.75,1720,10018,1.0,0,0,5,1720,0,Covington,55,0,0,0.17167381974248927,98042
310000.0,3.0,1.75,2070,37904,1.0,0,0,4,1420,650,Kent,42,0,0,0.054610209734863475,98031
460000.0,3.0,2.0,1760,9055,2.0,0,0,4,1760,0,Redmond,30,0,0,0.19434628975265017,98052
675000.0,3.0,1.75,1680,10500,1.0,0,0,4,1680,0,Bellevue,56,0,0,0.15998476335587086,98005
526000.0,2.0,2.0,1550,2400,1.5,0,0,4,1550,0,Seattle,115,1,44,0.6455643481882549,98103
560000.0,3.0,3.0,4120,60392,2.0,0,2,3,3180,940,Carnation,21,0,0,0.06821982680111933,98014
415000.0,4.0,3.0,1830,9548,2.0,0,0,3,1830,0,Bothell,24,0,0,0.19164310398994658,98028
246000.0,3.0,1.0,1400,7410,1.0,0,0,3,1400,0,Burien,71,0,0,0.18890837943597355,98166
314500.0,3.0,1.75,1870,12381,1.0,0,0,4,1870,0,Federal Way,58,1,14,0.1510256824422549,98003
3200000.0,7.0,4.5,6210,8856,2.5,0,2,5,4760,1450,Seattle,105,0,0,0.7011403409732415,98109
420000.0,2.0,1.5,1040,3500,1.5,0,0,4,1040,0,Seattle,111,0,0,0.29705798343330475,98144
535000.0,3.0,1.75,2720,149410,1.5,0,0,3,2720,0,Carnation,27,1,15,0.018204817583712042,98014
350000.0,3.0,1.0,1010,9360,1.0,0,0,3,1010,0,Kirkland,34,1,2,0.10789445572054268,98033
515000.0,3.0,1.75,1580,9147,1.0,0,1,4,1210,370,Bellevue,48,0,0,0.17271534761696547,98008
749950.0,4.0,2.75,2600,6050,2.0,0,0,5,1960,640,Seattle,66,0,0,0.4296810444554619,98116
230000.0,3.0,2.5,1920,9180,2.0,0,0,3,1920,0,Renton,27,1,15,0.20912754601895217,98057
568000.0,3.0,2.0,2350,5080,1.5,0,0,3,1780,570,Seattle,86,0,0,0.46250738043692186,98118
250000.0,1.0,1.0,1100,4373,1.0,0,0,2,820,280,Burien,68,0,0,0.25148605395518975,98166
581000.0,4.0,2.0,2510,13695,1.0,0,0,4,1280,1230,Kirkland,54,1,14,0.18326518691588786,98033
651000.0,3.0,2.5,3240,108366,2.0,0,0,4,3240,0,Kent,24,0,0,0.02989840080467301,98042
600000.0,3.0,2.5,2460,108900,1.0,0,0,4,1860,600,Issaquah,38,0,0,0.02258932424862949,98027
500000.0,2.0,1.0,1010,3885,1.5,0,0,4,1010,0,Seattle,109,1,25,0.25990735975295937,98112
475000.0,2.0,1.0,820,2723,1.0,0,0,3,820,0,Seattle,94,1,15,0.3010279001468429,98103
352000.0,5.0,2.5,2420,8560,1.0,0,2,3,1620,800,Seattle,37,0,0,0.2826772573297512,98118
420000.0,3.0,2.25,1770,8165,2.0,0,0,3,1770,0,Kirkland,38,1,11,0.21675238795003673,98034
428000.0,2.0,2.0,1350,3900,1.0,0,0,3,1350,0,Redmond,12,0,0,0.34606511150986924,98053
599000.0,3.0,1.75,1960,4788,1.0,0,0,4,1090,870,Seattle,95,0,0,0.40927124660680725,98115
492000.0,4.0,2.5,3305,16164,1.5,0,0,5,2245,1060,Shoreline,93,1,59,0.20445406742963193,98133
630000.0,2.0,2.25,2550,5663,1.0,0,0,3,1720,830,Renton,4,0,0,0.4502118644067797,98056
900000.0,5.0,3.75,4130,226076,2.0,0,0,3,3170,960,Woodinville,30,0,0,0.018268112191863833,98077
1110000.0,4.0,1.5,2310,13300,1.0,0,0,3,1890,420,Clyde Hill,65,1,10,0.17367115254492144,98004
575000.0,4.0,2.0,1650,5000,1.0,0,0,3,1650,0,Seattle,60,1,10,0.32993401319736054,98117
705000.0,4.0,2.5,2650,4316,1.5,0,0,3,1520,1130,Seattle,110,1,2,0.6138522121843873,98116
940000.0,4.0,2.25,1890,5940,1.0,0,1,3,1470,420,Seattle,52,1,7,0.31812826123548227,98112
313000.0,3.0,1.75,2190,8000,1.0,0,0,4,2190,0,Federal Way,48,0,0,0.27371578552680914,98023
618080.0,3.0,2.5,2030,6500,2.0,0,0,3,2030,0,Issaquah,27,1,15,0.3122596523611752,98027
640000.0,3.0,3.0,2270,5175,2.0,0,0,3,2130,140,Renton,13,0,0,0.4385625965996909,98056
485000.0,3.0,2.0,1610,4160,1.0,0,0,4,1010,600,Seattle,98,0,0,0.38692621965873586,98136
300000.0,2.0,1.0,760,3001,1.0,0,0,3,760,0,Seattle,102,1,32,0.25316455696202533,98144
379500.0,2.0,1.0,1640,17335,1.0,0,0,3,840,800,Redmond,37,0,0,0.09460083064143977,98053
339950.0,3.0,2.25,1630,12295,2.0,0,0,4,1630,0,Renton,30,0,0,0.1325634352635003,98058
1500000.0,6.0,2.5,3560,6480,2.5,0,0,4,3560,0,Seattle,101,1,70,0.5492979478475544,98112
1340000.0,3.0,3.0,2960,5500,2.0,0,2,3,2440,520,Seattle,78,1,25,0.538083984730049,98199
500000.0,3.0,2.5,1940,37565,1.0,0,0,4,1940,0,Issaquah,28,0,0,0.05164244263429697,98027
239900.0,3.0,2.0,1410,7566,1.0,0,0,3,1410,0,Kent,30,0,0,0.18633540372670807,98030
314950.0,3.0,1.0,1040,16986,1.0,0,0,4,1040,0,Renton,47,0,0,0.061223288397009475,98059
361280.0,2.0,1.0,820,6400,1.0,0,0,4,820,0,Seattle,71,0,0,0.1281049835963131,98126
100000.0,2.0,1.0,910,22000,1.0,0,0,3,910,0,Algona,59,1,14,0.041361756283805284,98001
540000.0,7.0,5.75,3700,7647,2.0,0,1,3,3700,0,Lake Forest Park,67,1,31,0.4837866108786611,98155
480500.0,4.0,2.5,2180,11200,1.0,0,0,4,2180,0,Woodinville,47,0,0,0.19462547986786893,98072
280000.0,3.0,2.5,1600,4271,2.0,0,0,3,1600,0,Auburn,15,0,0,0.37453183520599254,98001
440000.0,3.0,1.75,1500,6180,1.0,0,0,4,1060,440,Seattle,68,1,27,0.24267917812651674,98118
530000.0,3.0,1.0,1340,4284,1.0,0,0,3,1080,260,Seattle,105,1,9,0.31271878646441076,98105
560000.0,3.0,2.0,1860,13374,1.0,0,0,3,1860,0,Issaquah,30,0,0,0.13906542056074767,98027
775000.0,3.0,2.0,2540,7200,1.5,0,3,4,1600,940,Seattle,110,0,0,0.3527287876683794,98144
160000.0,2.0,1.0,1040,13100,1.0,0,0,5,1040,0,Kent,103,0,0,0.07938325318677963,98032
209950.0,3.0,1.5,1380,11130,1.0,0,0,3,1380,0,Federal Way,55,1,3,0.12397807923816369,98003
226500.0,3.0,1.75,1640,10762,1.0,0,0,3,1130,510,Covington,27,1,15,0.1523738734553563,98042
380000.0,5.0,1.75,3000,6000,1.0,0,0,5,1500,1500,Seattle,57,0,0,0.4999166805532411,98178
409500.0,4.0,2.75,2140,13000,1.0,0,0,3,1320,820,Kenmore,47,1,18,0.16460272286747174,98028
690000.0,3.0,2.0,1760,6428,1.0,0,0,4,980,780,Seattle,73,1,33,0.27375952714263496,98199
405000.0,3.0,2.25,1660,8307,1.0,0,0,4,1660,0,Shoreline,54,1,14,0.1998074145402022,98133
375000.0,3.0,2.5,1830,13042,2.0,0,0,3,1830,0,Maple Valley,25,1,6,0.1403051445219658,98038
794154.0,4.0,2.0,2210,8556,1.0,0,1,4,1210,1000,Seattle,61,1,36,0.25826808460909195,98199
185000.0,4.0,1.0,1490,6600,1.0,0,0,3,1490,0,Burien,46,1,5,0.22572337524617483,98168
245000.0,3.0,1.5,1260,1270,2.0,0,0,3,1040,220,Seattle,10,0,0,0.991345397324941,98133
1532500.0,5.0,4.5,4270,8076,2.0,0,0,3,3400,870,Kirkland,8,0,0,0.528661631793983,98033
1040000.0,4.0,3.5,3900,8391,2.0,0,0,3,3900,0,Kirkland,9,0,0,0.46472831267874165,98033
425000.0,2.0,2.5,1150,1027,3.0,0,0,3,1150,0,Seattle,7,0,0,1.1186770428015564,98103
495000.0,4.0,2.75,2656,21195,2.0,0,0,3,2656,0,Auburn,1,0,0,0.12530666163427062,98001
365000.0,5.0,2.75,2410,5003,1.0,0,0,3,1410,1000,Seattle,7,0,0,0.4816147082334133,98118
417250.0,3.0,2.25,1606,1452,3.0,0,0,3,1606,0,Seattle,6,0,0,1.105299380591879,98125
339950.0,2.0,1.0,820,681,3.0,0,0,3,820,0,Seattle,9,0,0,1.2023460410557185,98103
615000.0,2.0,1.0,1540,6872,1.0,0,0,4,820,720,Seattle,69,1,26,0.22406518259857414,98119
403000.0,3.0,2.75,2090,8354,2.0,0,0,3,2090,0,Duvall,3,1,103,0.25014961101137045,98019
980000.0,5.0,2.5,3160,11470,1.0,0,0,4,1780,1380,Mercer Island,44,0,0,0.27547729055880044,98040
258000.0,4.0,1.75,1730,8320,1.0,0,0,3,1230,500,Federal Way,38,1,11,0.20790770340103354,98023
533000.0,3.0,1.0,1670,4080,1.0,0,0,3,1170,500,Seattle,48,1,4,0.40921342808135264,98115
537500.0,4.0,2.5,2550,4630,2.0,0,0,3,2550,0,Sammamish,10,0,0,0.5506370114446124,98075
830000.0,5.0,3.0,3040,9601,1.0,0,0,5,1970,1070,Mercer Island,47,0,0,0.3166007081857946,98040
712000.0,3.0,1.0,1250,4620,1.5,0,0,4,1150,100,Seattle,115,1,44,0.2705042198658299,98103
262000.0,4.0,2.5,2020,6236,2.0,0,0,3,2020,0,Algona,13,0,0,0.3238736572069905,98001
753888.0,4.0,2.5,2660,5500,2.0,0,2,3,2660,0,Issaquah,12,0,0,0.4835484457371387,98029
134000.0,2.0,1.5,980,5000,2.0,0,0,3,980,0,Skykomish,93,1,12,0.1959608078384323,98288
402000.0,3.0,2.5,1960,8000,1.0,0,0,4,1290,670,Kirkland,38,0,0,0.24496937882764655,98034
205000.0,2.0,1.0,720,5040,1.0,0,0,3,720,0,Seattle,60,1,10,0.1428288038087681,98106
553650.0,2.0,2.5,1360,1349,2.0,0,0,3,1050,310,Seattle,18,0,0,1.0074074074074073,98112
559950.0,2.0,2.0,1870,4950,1.0,0,0,3,1870,0,Redmond,9,0,0,0.37770147444960617,98053
260000.0,4.0,1.5,2130,8800,1.0,0,0,3,1100,1030,Kent,53,1,12,0.24201795250539712,98032
270000.0,4.0,2.5,1810,6509,2.0,0,0,3,1810,0,Kent,21,0,0,0.2780337941628264,98042
295000.0,2.0,1.75,2200,89298,1.0,0,0,3,1100,1100,Issaquah,42,1,2,0.024636334113483913,98027
719000.0,3.0,2.5,1690,4500,1.5,0,1,4,1690,0,Seattle,87,0,0,0.37547211730726504,98116
266000.0,3.0,2.5,1940,8547,1.0,0,0,3,1460,480,Kent,26,0,0,0.22695367337388864,98030
325900.0,4.0,2.5,2320,6270,2.0,0,0,3,2320,0,Kent,11,1,12,0.3699569446659225,98042
647500.0,4.0,1.75,2060,26036,1.0,0,0,4,1160,900,Normandy Park,68,1,27,0.07911817797749357,98166
1039000.0,4.0,1.0,3410,5000,2.0,0,0,5,2190,1220,Seattle,105,0,0,0.6818636272745451,98144
569000.0,4.0,2.25,2250,41688,2.0,0,0,3,2250,0,Redmond,35,0,0,0.05397107150567296,98053
246000.0,3.0,1.75,1390,7399,1.0,0,0,4,1390,0,Kent,40,0,0,0.18783783783783783,98031
515000.0,2.0,1.0,1060,4960,1.0,0,0,3,1060,0,Seattle,89,1,12,0.21366659947591213,98103
207000.0,3.0,1.0,1490,8995,1.0,0,0,4,1490,0,Seattle,61,1,36,0.16562916851934192,98168
780000.0,4.0,1.75,2480,9195,1.0,0,0,3,1390,1090,Bellevue,65,1,10,0.2696824706394084,98004
489990.0,5.0,2.25,2440,20828,1.5,0,0,4,2440,0,Kent,40,0,0,0.11714436602813386,98042
335000.0,3.0,1.5,2240,87625,1.5,0,0,2,1480,760,Auburn,35,0,0,0.025563189007828727,98092
295000.0,3.0,2.5,1920,7229,2.0,0,0,3,1920,0,Federal Way,22,0,0,0.26556016597510373,98003
385000.0,3.0,1.75,1890,9920,1.0,0,0,3,1230,660,Seattle,71,0,0,0.19050498941638946,98125
350000.0,4.0,1.75,2250,13515,1.0,0,0,4,2150,100,Kent,75,1,14,0.166469369635987,98030
235000.0,2.0,1.0,1270,3008,1.0,0,0,4,650,620,Seattle,92,0,0,0.42206713193752077,98118
358000.0,2.0,1.5,960,1808,2.0,0,0,3,960,0,Seattle,22,0,0,0.5306799336650083,98122
716500.0,4.0,2.5,3290,6465,2.0,0,0,3,3290,0,Sammamish,13,0,0,0.5088153417878132,98075
228000.0,4.0,1.75,2000,6120,1.0,0,0,3,1100,900,Seattle,50,1,22,0.32674399607907206,98178
405000.0,2.0,1.0,1020,8155,1.0,0,0,4,1020,0,Seattle,67,0,0,0.12506130456105935,98177
538000.0,4.0,1.75,1840,9600,1.0,0,0,3,1220,620,Redmond,48,1,4,0.19164670346838872,98052
530000.0,3.0,1.75,1980,6760,1.0,0,0,4,1980,0,Bellevue,42,0,0,0.2928560863777548,98008
1750000.0,6.0,3.0,3510,5760,2.5,0,0,4,3510,0,Seattle,109,1,25,0.6092692240930394,98112
636000.0,2.0,1.75,1230,3600,1.5,0,0,5,1230,0,Seattle,90,0,0,0.3415717856151069,98119
535000.0,4.0,2.5,2280,65836,2.0,0,0,3,2280,0,Woodinville,11,1,12,0.03463098257818552,98077
1500000.0,3.0,1.75,2430,12757,1.0,0,2,4,1340,1090,Bellevue,63,0,0,0.19046872550556512,98004
868500.0,3.0,2.5,2920,3942,3.0,0,0,3,2920,0,Renton,7,0,0,0.7405528785188943,98056
530000.0,4.0,2.75,2280,2850,1.5,0,0,4,1540,740,Seattle,85,0,0,0.7997193967029113,98115
450000.0,3.0,2.0,1510,43560,1.0,0,0,3,1510,0,Woodinville,61,1,10,0.03466403434264594,98077
230000.0,3.0,1.75,950,6000,1.0,0,0,3,790,160,Seattle,76,1,46,0.1583069488418597,98108
229000.0,3.0,2.5,1190,3000,2.0,0,0,3,1190,0,Tukwila,13,0,0,0.39653448850383205,98178
437000.0,3.0,1.75,1310,9282,1.0,0,0,4,1310,0,Redmond,39,1,23,0.14111817300441667,98052
1307000.0,5.0,3.25,2800,3200,1.5,0,0,5,1910,890,Seattle,83,1,13,0.8747266479225242,98109
595000.0,3.0,2.5,1750,3354,2.0,0,0,4,1750,0,Kirkland,24,0,0,0.5216095380029806,98033
660000.0,3.0,1.75,1320,5750,1.5,0,0,5,1320,0,Seattle,97,0,0,0.22952529994783516,98116
347500.0,4.0,2.5,2460,7350,2.0,0,0,3,2460,0,Federal Way,26,0,0,0.3346483471636512,98023
297950.0,3.0,2.0,1240,10800,1.0,0,0,3,1240,0,Renton,48,1,5,0.11480418479770392,98058
245000.0,3.0,1.5,1260,7964,1.0,0,0,4,1260,0,Des Moines,60,1,6,0.15819209039548024,98148
543200.0,6.0,2.25,2820,15600,1.5,0,2,5,1970,850,Burien,75,0,0,0.18075764374078584,98166
1250000.0,4.0,3.25,3820,24166,2.0,0,1,4,3310,510,Mercer Island,25,0,0,0.15806678528572018,98040
413450.0,3.0,2.5,1540,1614,3.0,0,0,3,1470,70,Seattle,7,0,0,0.9535603715170279,98103
330000.0,2.0,2.0,1550,435600,1.5,0,0,2,1550,0,Snoqualmie,43,0,0,0.003558302207754344,98065
424500.0,3.0,1.75,1460,7700,1.0,0,0,3,1460,0,Redmond,36,1,1,0.18958576808206726,98052
230000.0,3.0,1.0,1390,16000,1.0,0,0,4,1390,0,Algona,55,1,14,0.08686957065183426,98001
930000.0,3.0,3.25,2640,4080,2.0,0,0,3,1840,800,Seattle,103,1,15,0.6469002695417789,98105
349000.0,3.0,1.75,1590,9620,1.0,0,0,3,1590,0,Renton,27,1,15,0.16526348612410352,98059
835000.0,4.0,2.0,1910,6960,1.5,0,0,5,1910,0,Seattle,74,0,0,0.2743858640999856,98103
988500.0,3.0,2.75,2015,16807,2.0,1,4,3,2015,0,Burien,8,0,0,0.11988338886244645,98166
500000.0,3.0,1.75,1410,1197,3.0,0,0,3,1410,0,Seattle,3,1,103,1.1769616026711185,98103
499000.0,2.0,1.5,1110,957,2.0,0,0,3,930,180,Seattle,10,0,0,1.1586638830897704,98119
321950.0,2.0,1.25,860,1277,2.0,0,0,3,860,0,Seattle,8,0,0,0.672926447574335,98144
494000.0,3.0,2.5,2310,4729,2.0,0,0,3,2310,0,Kenmore,4,0,0,0.4883720930232558,98028
441750.0,2.0,1.5,1020,1060,3.0,0,0,3,1020,0,Seattle,7,0,0,0.9613572101790764,98103
438000.0,2.0,1.0,980,1179,2.0,0,0,3,980,0,Seattle,5,0,0,0.8305084745762712,98119
985000.0,4.0,2.25,4230,37769,2.0,0,0,3,4230,0,Woodinville,26,0,0,0.11199364575059571,98077
352000.0,3.0,2.25,1640,11050,1.0,0,0,4,1640,0,Renton,43,0,0,0.14840285946973125,98059
839900.0,4.0,3.5,3810,13592,1.0,0,1,3,2560,1250,Renton,2,1,92,0.28029132641800925,98056
765000.0,4.0,2.75,2790,10819,2.0,0,0,3,2790,0,Issaquah,19,0,0,0.2578558225508318,98027
460000.0,4.0,1.75,1750,5500,1.5,0,0,5,1050,700,Seattle,89,0,0,0.3181239774586439,98117
224500.0,4.0,1.0,1430,8355,1.5,0,0,4,1430,0,Auburn,32,0,0,0.17113451412158928,98092
254000.0,3.0,2.5,1850,4597,2.0,0,0,3,1850,0,Covington,12,0,0,0.4023488473249239,98042
255000.0,2.0,1.0,960,28717,1.0,0,0,4,960,0,Vashon,31,0,0,0.03342851173480047,98070
610000.0,3.0,3.0,2480,45302,1.0,0,0,4,1620,860,Woodinville,39,1,23,0.05474251153345253,98077
920000.0,4.0,3.0,3750,11025,2.0,0,0,3,3750,0,Sammamish,39,0,0,0.340105205877018,98074
402500.0,4.0,2.5,2600,11951,2.0,0,0,3,2600,0,Federal Way,27,1,15,0.2175368139223561,98023
280950.0,3.0,1.75,1390,8700,1.0,0,3,4,840,550,Renton,103,1,26,0.15975175267210664,98057
604000.0,4.0,2.5,2260,7753,2.0,0,0,3,2260,0,Issaquah,26,0,0,0.2914624709827186,98029
565000.0,4.0,2.25,2470,7447,2.0,0,0,3,2470,0,Lake Forest Park,31,0,0,0.33163265306122447,98155
255000.0,2.0,1.0,810,7980,1.0,0,0,1,810,0,Seattle,87,0,0,0.1014910412229044,98146
445000.0,4.0,2.0,1650,6000,1.0,0,0,5,1000,650,Seattle,56,0,0,0.2749541743042826,98144
2400000.0,3.0,2.25,3000,11665,1.5,1,4,3,3000,0,Sammamish,14,0,0,0.2571575518601063,98075
195000.0,2.0,1.0,720,18000,1.0,0,0,3,720,0,Seattle,65,1,10,0.03999777790122771,98178
275000.0,3.0,1.5,1390,48257,1.0,0,0,3,1390,0,Fall City,93,1,2,0.028803514443201127,98024
387000.0,3.0,2.25,1445,1606,2.0,0,0,3,1300,145,Issaquah,12,0,0,0.8991910392034848,98027
490000.0,2.0,1.0,1840,3300,1.5,0,0,4,1130,710,Seattle,105,0,0,0.5574068464101787,98107
505000.0,3.0,2.5,2100,5824,2.0,0,2,3,2100,0,Snoqualmie,16,0,0,0.3605150214592275,98065
303500.0,3.0,1.5,1060,10464,1.0,0,0,4,1060,0,Kirkland,42,0,0,0.10129001433349259,98034
270000.0,3.0,1.5,1500,6337,1.0,0,0,5,1500,0,Seattle,62,0,0,0.23666771852319343,98125
323000.0,4.0,2.75,1970,7213,1.0,0,0,3,1170,800,Renton,38,1,11,0.2730801219850291,98058
382000.0,3.0,3.25,1410,1253,3.0,0,0,3,1410,0,Seattle,10,0,0,1.124401913875598,98103
1370000.0,4.0,2.75,3720,9450,1.0,0,4,5,1960,1760,Bellevue,53,0,0,0.3936091418897471,98006
280000.0,4.0,2.0,2190,14439,1.0,0,0,4,1180,1010,Auburn,38,0,0,0.15166204986149584,98001
260000.0,3.0,2.0,1920,8075,1.0,0,0,4,1510,410,Federal Way,46,0,0,0.237741456166419,98023
201500.0,3.0,1.0,1160,8320,1.0,0,0,4,1160,0,Kent,56,0,0,0.1394063213556063,98032
1157200.0,4.0,4.25,5860,52889,2.0,0,0,4,4910,950,Woodinville,19,0,0,0.11079599168084704,98072
536500.0,4.0,1.75,2000,4000,1.5,0,0,5,1450,550,Seattle,89,0,0,0.49987503124218946,98126
248000.0,4.0,3.0,2163,5883,2.0,0,0,3,2163,0,Algona,9,0,0,0.3676070700203943,98001
532000.0,5.0,3.0,3480,57499,1.0,0,0,4,2340,1140,Issaquah,39,1,23,0.060521739130434786,98027
580000.0,4.0,2.5,2840,6268,2.0,0,0,3,2840,0,Kenmore,17,1,9,0.45302281065560696,98028
463000.0,2.0,1.0,1150,4400,1.0,0,0,4,1150,0,Seattle,110,0,0,0.2613042490343104,98112
742500.0,4.0,2.75,3100,3773,2.0,0,0,3,2000,1100,Seattle,96,1,19,0.8214096449390567,98122
260000.0,3.0,2.5,1420,14850,1.0,0,0,4,1020,400,Kent,52,0,0,0.09561645680425561,98032
590000.0,4.0,2.25,2430,32496,1.0,0,0,3,2430,0,Woodinville,22,0,0,0.07477613318152444,98077
312000.0,4.0,2.25,1930,7452,1.0,0,0,3,1430,500,Kent,31,0,0,0.2589561250503153,98031
566000.0,3.0,2.25,1660,10140,1.0,0,0,4,1370,290,Redmond,35,0,0,0.16369194359530617,98052
511555.0,3.0,2.0,1400,7293,1.0,0,0,4,1400,0,Bellevue,52,0,0,0.19193857965451055,98008
583000.0,4.0,2.5,2660,4000,2.0,0,0,3,2660,0,Redmond,14,0,0,0.664833791552112,98053
290000.0,4.0,2.5,2000,13300,1.0,0,0,4,1200,800,Auburn,47,0,0,0.1503646342380272,98001
311100.0,4.0,2.25,2130,8078,1.0,0,0,4,1380,750,Renton,38,0,0,0.2636464909023394,98055
325000.0,3.0,2.25,1352,1694,3.0,0,0,3,1352,0,Seattle,8,0,0,0.7976401179941003,98125
491300.0,3.0,1.75,1750,11340,1.0,0,1,4,1300,450,Sammamish,28,0,0,0.15430738030156071,98074
315000.0,5.0,1.75,2320,8100,1.0,0,0,4,1160,1160,Burien,59,0,0,0.28638439698802615,98166
360000.0,2.0,1.0,1420,81892,1.0,0,0,3,1180,240,Renton,59,1,14,0.017339699363803987,98055
330000.0,4.0,2.5,1940,3784,2.0,0,0,3,1940,0,Renton,12,0,0,0.512549537648613,98058
481450.0,3.0,2.0,1410,4800,1.0,0,0,3,1410,0,Seattle,75,1,19,0.29368881483024367,98117
234950.0,3.0,1.0,1360,9948,1.0,0,0,3,1360,0,Black Diamond,38,1,11,0.13669715549301437,98010
251000.0,3.0,1.75,1220,7250,1.0,0,0,3,1220,0,North Bend,53,1,12,0.1682526548062336,98045
782000.0,4.0,2.5,2830,20345,2.0,0,0,3,1980,850,Bellevue,36,1,1,0.13909367934729186,98004
833000.0,4.0,2.75,3780,10308,2.0,0,0,3,3780,0,Sammamish,16,0,0,0.3666699000873024,98075
542500.0,4.0,2.5,2330,14289,2.0,0,0,4,2330,0,Bellevue,37,1,15,0.1630510846745976,98007
851000.0,3.0,2.5,3560,107290,2.0,0,0,3,3560,0,Redmond,28,1,15,0.03318078869616277,98053
325000.0,4.0,1.5,1470,70800,1.0,0,0,3,1470,0,Ravensdale,39,0,0,0.02076241860990664,98051
415000.0,4.0,2.25,3060,48787,2.0,0,0,3,3060,0,Ravensdale,23,0,0,0.06272034106747561,98051
252500.0,3.0,1.0,1030,6127,1.0,0,0,3,880,150,Seattle,68,1,3,0.16808093994778067,98125
465000.0,4.0,2.5,1930,9653,1.0,0,0,4,1930,0,Federal Way,47,0,0,0.1999171327946965,98023
336900.0,3.0,1.75,1780,120661,1.0,0,0,4,1780,0,Duvall,36,0,0,0.014751951732939948,98019
225000.0,3.0,2.5,2000,9202,2.0,0,0,4,2000,0,Maple Valley,23,0,0,0.21732043898728676,98038
270000.0,3.0,2.0,1690,9583,1.0,0,0,4,1690,0,Renton,46,0,0,0.1763355592654424,98059
1702500.0,5.0,4.5,5190,23716,2.0,0,2,3,3390,1800,Mercer Island,28,1,15,0.21883037483661508,98040
536000.0,3.0,1.75,1300,5413,1.5,0,0,3,1300,0,Seattle,90,1,23,0.24011821204285186,98115
585000.0,4.0,3.25,2400,29252,2.0,0,0,4,2400,0,Woodinville,33,1,4,0.08204286739821556,98072
445000.0,2.0,2.0,1150,6634,1.0,0,0,3,860,290,Seattle,75,1,19,0.1733232856066315,98115
320000.0,4.0,2.25,2310,7490,2.0,0,0,3,2310,0,Renton,35,0,0,0.30837004405286345,98055
769900.0,4.0,3.5,2730,3047,2.0,0,0,3,2400,330,Seattle,9,0,0,0.8956692913385826,98116
557000.0,4.0,2.5,2840,4500,2.0,0,0,3,2840,0,Kenmore,3,1,103,0.6309708953565875,98028
212000.0,2.0,1.5,1020,1525,2.0,0,0,3,1020,0,Seattle,11,1,12,0.6684141546526867,98133
376000.0,3.0,2.0,1340,1384,3.0,0,0,3,1340,0,Seattle,7,0,0,0.9675090252707581,98103
800000.0,4.0,3.25,3540,159430,2.0,0,0,3,3540,0,Carnation,8,0,0,0.02220396284285992,98014
2238888.0,5.0,6.5,7270,130017,2.0,0,0,3,6420,850,Issaquah,5,0,0,0.05591533479979695,98029
324000.0,3.0,2.25,998,904,2.0,0,0,3,798,200,Seattle,8,0,0,1.1027624309392265,98117
549900.0,5.0,2.75,3060,7015,1.0,0,0,5,1600,1460,Seattle,36,0,0,0.4361459521094641,98146
320000.0,3.0,2.5,2130,6969,2.0,0,0,3,2130,0,Maple Valley,12,0,0,0.30559540889526543,98038
875000.0,4.0,2.0,2520,6000,1.0,0,0,3,1400,1120,Seattle,94,1,8,0.41993001166472255,98103
265000.0,4.0,1.0,1940,9533,1.0,0,0,3,1080,860,Kent,53,1,12,0.20348227396685548,98031
394950.0,3.0,2.5,1350,1250,3.0,0,0,3,1270,80,Seattle,9,0,0,1.079136690647482,98136
842500.0,4.0,2.5,2160,5298,2.5,0,0,4,2160,0,Seattle,113,0,0,0.4076240800150972,98122
368000.0,3.0,2.5,1370,1350,2.0,0,0,3,1010,360,Seattle,8,0,0,1.014063656550703,98136
1225000.0,4.0,4.5,5420,101930,1.0,0,0,3,3890,1530,Redmond,14,0,0,0.05317322502477166,98053
885000.0,4.0,2.5,2830,5000,2.0,0,0,3,2830,0,Seattle,20,0,0,0.5658868226354729,98105
453246.0,3.0,2.5,2010,2287,2.0,0,0,3,1390,620,Issaquah,1,0,0,0.8784965034965035,98029
927000.0,4.0,2.75,3300,12090,2.0,0,0,3,3300,0,Clyde Hill,62,0,0,0.2729302787197089,98004
490000.0,2.0,2.5,1230,1391,2.0,0,0,3,870,360,Seattle,11,1,12,0.8836206896551724,98112
341000.0,3.0,1.5,1720,7119,1.5,0,0,4,1720,0,Shoreline,63,0,0,0.24157303370786518,98155
235000.0,1.0,1.0,810,2451,1.0,0,0,5,810,0,Seattle,74,0,0,0.3303425774877651,98126
1200000.0,3.0,1.75,1560,8078,1.5,1,4,4,1560,0,Mercer Island,87,0,0,0.19309320460453028,98040
560000.0,3.0,2.0,2560,216777,1.0,0,0,3,2560,0,Auburn,29,0,0,0.011809316443550546,98092
900000.0,4.0,3.25,4700,38412,2.0,0,0,3,3420,1280,Bellevue,37,0,0,0.12235441126701897,98005
255000.0,2.0,1.0,1220,2500,1.0,0,0,3,770,450,Seattle,105,1,9,0.4878048780487805,98126
1575000.0,5.0,2.75,3650,20150,1.0,0,0,4,2360,1290,Bellevue,40,0,0,0.18113245000248127,98004
